Time,Air Flow Rate,HF-N,HF-E,HF-S,HF-W,NG Flow Rate,HRR_ideal,HRR_cal,K_smoke,T_duct,rho_duct,V_duct,MF_duct,O2_duct_dry,CO2_duct_dry,CO_duct_dry,H2O_duct,H2O_amb,RH,T_amb,Hydrogen Cyanide,U_Hydrogen Cyanide,Sulfur Dioxide,U_Sulfur Dioxide,Hydrogen Chloride,U_Hydrogen Chloride,Hydrogen Fluoride,U_Hydrogen Fluoride,Hydrogen Bromide,U_Hydrogen Bromide,Acrolein,U_Acrolein,Formaldehyde,U_Formaldehyde,Nitric Oxide,U_Nitric Oxide,Nitrogen Dioxide,U_Nitrogen Dioxide,Ammonia,U_Ammonia,Methane,U_Methane,Water_%,U_Water_%,Ethene,U_Ethene,Propene,U_Propene,Carbon Dioxide_Low,U_Carbon Dioxide_Low,Ethane,U_Ethane,Propane,U_Propane,Acetylene,U_Acetylene,"1,3-Butadiene","U_1,3-Butadiene",IsoButene,U_IsoButene,n-Pentane,U_n-Pentane,Ethanol,U_Ethanol,Nitrous Oxide,U_Nitrous Oxide,NOx,U_NOx
s,L/min,kW/m2,kW/m2,kW/m2,kW/m2,L/min,kW,kW,1/m,C,kg/m3,m/s,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,%,C,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
2770,998.5,0.138,0.119,0.053,0.038,83.2,49.6,39.7,-0.001208,36.7,1.13,9.77,2.02,0.208159,0.001088,0.000036,0.008753,0.012571,45.0,25.7,0.014,0.013,1.680,0.133,-0.223,0.033,0.114,0.040,-0.212,0.024,0.256,97.989,1.396,0.005,-0.028,0.148,1.800,5.304,-0.047,0.119,126.025,4.182,0.083,0.004,1.250,0.000,0.069,-0.001,319.513,5.941,11.516,2.133,2.291,2.611,0.095,0.145,0.163,0.021,0.002,0.016,-0.325,1.147,0.181,0.008,0.024,0.050,1.773,0.000
2780,998.0,0.130,0.111,0.059,0.039,83.7,49.8,39.0,-0.001744,36.6,1.13,9.78,2.02,0.208182,0.001086,0.000035,0.008754,0.012548,45.0,25.7,-0.012,-0.051,1.807,-2.042,-0.327,-0.023,0.126,0.048,-0.261,0.011,1.732,106.420,1.042,-0.015,-0.210,-0.395,3.181,5.930,-0.068,0.148,146.188,4.612,-0.098,-0.016,1.480,-0.008,-0.045,-0.027,394.925,6.708,12.733,2.316,2.472,2.836,0.452,-0.695,0.185,-0.010,-0.022,-0.008,-0.361,1.246,0.128,-0.002,0.030,0.064,2.971,0.000
2790,998.7,0.133,0.109,0.044,0.037,83.4,49.7,35.7,-0.00148,36.5,1.13,9.82,2.03,0.208276,0.001076,0.000035,0.008794,0.012557,45.0,25.7,0.038,-0.121,1.204,-5.709,-0.146,-0.079,0.424,0.024,-0.380,0.016,0.840,129.913,0.500,-0.032,0.163,-1.220,4.654,7.004,-0.065,0.205,184.325,5.510,-0.494,-0.037,1.901,-0.013,-0.028,-0.046,473.325,8.140,16.290,2.827,3.179,3.461,0.961,-2.244,0.192,0.001,0.058,0.001,-0.484,1.521,0.051,-0.005,0.042,0.090,4.817,0.000
2800,997.8,0.129,0.107,0.052,0.039,83.1,49.6,36.7,-0.001676,36.4,1.13,9.66,2.00,0.208252,0.001074,0.000035,0.008842,0.012556,45.0,25.7,0.056,-0.165,0.280,-8.186,-0.269,-0.075,0.383,0.018,-0.373,0.023,0.125,141.211,0.271,-0.040,0.371,-1.673,6.279,7.562,-0.070,0.224,204.233,6.083,-0.705,-0.050,2.047,-0.015,-0.013,-0.055,502.078,8.640,18.163,3.073,3.514,3.763,1.453,-3.605,0.248,-0.001,0.030,-0.001,-0.561,1.653,-0.003,-0.004,0.059,0.108,6.650,0.000
2810,998.7,0.129,0.100,0.055,0.035,82.9,49.4,36.5,-0.001869,36.5,1.13,9.63,1.99,0.208261,0.00107,0.000034,0.008871,0.01256,45.0,25.7,0.052,-0.175,-0.469,-9.702,-0.190,-0.045,0.476,0.096,-0.449,0.025,1.791,145.950,0.196,-0.041,0.412,-1.812,6.384,7.934,-0.092,0.239,212.438,6.326,-0.805,-0.053,2.129,-0.016,0.027,-0.058,512.850,8.125,19.008,3.177,3.620,3.890,1.853,-4.593,0.263,-0.009,0.037,-0.007,-0.574,1.709,0.025,-0.002,0.056,0.115,6.795,0.000
2820,998.0,0.135,0.108,0.055,0.035,83.3,49.7,35.9,-0.001714,36.5,1.13,9.67,2.00,0.208266,0.001067,0.000034,0.008883,0.012653,45.0,25.7,0.062,-0.177,-0.389,-10.336,-0.204,-0.055,0.475,0.088,-0.434,0.027,0.313,147.900,0.160,-0.045,0.377,-1.922,6.425,7.959,-0.084,0.235,216.200,6.426,-0.838,-0.054,2.119,-0.014,0.024,-0.049,516.050,7.915,19.359,3.219,3.716,3.941,2.099,-5.179,0.279,0.001,-0.019,0.001,-0.617,1.731,-0.011,-0.004,0.049,0.113,6.801,0.000
2830,998.6,0.132,0.104,0.050,0.035,83.6,49.8,37.1,-0.001735,36.5,1.13,9.76,2.02,0.20822,0.001085,0.000035,0.008907,0.012664,45.0,25.7,0.040,-0.188,-0.681,-10.614,-0.280,-0.062,0.573,0.124,-0.472,0.031,1.148,151.025,0.126,-0.044,0.498,-2.004,6.898,8.213,-0.125,0.242,222.175,6.621,-0.878,-0.057,2.159,-0.014,0.088,-0.048,525.712,8.954,19.916,3.287,3.785,4.025,2.283,-5.513,0.189,0.006,0.048,0.004,-0.611,1.768,-0.018,-0.004,0.059,0.112,7.396,0.000
2840,998.2,0.138,0.117,0.049,0.033,83.6,49.9,36.7,-0.00192,36.6,1.13,9.72,2.01,0.208239,0.001079,0.000035,0.008909,0.012636,45.0,25.7,0.021,-0.192,-0.786,-10.943,-0.256,-0.051,0.589,0.132,-0.432,0.037,1.410,152.288,0.129,-0.043,0.383,-2.014,6.897,8.364,-0.076,0.248,225.025,6.687,-0.887,-0.058,2.189,-0.011,-0.009,-0.039,527.075,8.650,20.216,3.315,3.808,4.058,2.382,-5.729,0.243,0.002,0.049,0.001,-0.651,1.783,-0.030,-0.004,0.065,0.111,7.279,0.000
2850,998.3,0.139,0.117,0.050,0.034,83.8,50.0,37.1,-0.001872,36.6,1.13,9.63,1.99,0.208236,0.001082,0.000035,0.008914,0.012611,45.0,25.7,-0.002,-0.184,-0.765,-11.140,-0.044,-0.036,0.698,0.155,-0.483,0.037,0.979,156.000,0.151,-0.042,0.300,-2.026,6.017,8.212,-0.086,0.251,224.450,6.760,-0.894,-0.056,2.209,-0.011,0.067,-0.041,540.813,9.178,20.601,3.395,4.007,4.157,2.402,-5.894,0.275,0.000,0.043,0.000,-0.682,1.826,-0.014,0.000,0.071,0.120,6.317,0.000
2860,998.4,0.139,0.118,0.050,0.035,83.5,49.8,38.4,-0.001646,36.6,1.13,9.70,2.01,0.208194,0.001084,0.000036,0.008918,0.012615,45.0,25.7,-0.028,-0.165,-0.212,-8.848,-0.332,-0.026,0.358,0.133,-0.393,0.034,1.319,144.237,0.188,-0.029,0.228,-1.703,6.269,7.131,-0.092,0.217,196.237,5.994,-0.795,-0.050,1.958,-0.002,-0.007,-0.006,495.587,8.521,18.220,3.139,3.736,3.843,1.788,-4.484,0.221,0.014,0.047,0.011,-0.662,1.688,0.018,0.005,0.073,0.091,6.498,0.000
2870,998.0,0.136,0.110,0.054,0.033,83.4,49.7,39.0,-0.001969,36.6,1.13,9.60,1.99,0.208164,0.001083,0.000036,0.008869,0.012589,45.0,25.7,0.065,-0.094,0.847,-4.354,-0.128,-0.033,0.548,0.133,-0.265,0.020,-0.020,114.287,0.577,-0.019,-0.005,-1.016,4.103,5.763,-0.068,0.150,150.913,4.519,-0.464,-0.029,1.485,-0.001,0.072,-0.003,378.987,7.322,13.963,2.488,2.750,3.046,0.782,-1.929,0.285,0.026,-0.013,0.019,-0.445,1.338,0.091,0.006,0.044,0.063,4.098,0.000
2880,998.7,0.138,0.115,0.051,0.034,83.5,49.8,39.3,-0.002093,36.6,1.13,9.64,2.00,0.208168,0.001084,0.000036,0.008824,0.0126,45.0,25.7,-0.033,-0.049,1.420,-1.832,-0.230,-0.011,0.057,-0.008,-0.266,0.021,-0.055,102.535,0.985,-0.008,0.327,-0.428,2.889,5.213,-0.055,0.131,132.975,4.074,-0.193,-0.015,1.339,0.003,0.066,0.011,336.962,6.346,12.288,2.232,2.442,2.732,0.354,-0.652,0.120,0.021,-0.025,0.016,-0.354,1.200,0.112,0.006,0.038,0.051,3.216,0.000
2890,997.9,0.134,0.125,0.048,0.032,83.6,49.9,38.8,-0.00203,36.6,1.13,9.72,2.01,0.208167,0.001085,0.000035,0.008784,0.012567,45.0,25.7,-0.021,-0.013,1.581,-0.648,-0.142,0.016,0.114,0.068,-0.207,0.019,0.070,97.555,1.196,0.000,-0.027,-0.098,2.514,5.062,-0.066,0.126,125.363,3.974,-0.064,-0.004,1.287,0.001,-0.015,0.003,325.512,6.281,11.621,2.123,2.298,2.600,0.200,-0.166,0.082,0.006,0.026,0.005,-0.330,1.142,0.201,0.010,0.024,0.045,2.487,0.000
2900,998.7,0.136,0.114,0.048,0.031,83.4,49.7,39.8,-0.00161,36.7,1.13,9.68,2.00,0.208142,0.001094,0.000036,0.008776,0.012512,45.0,25.7,0.014,0.006,1.603,-0.117,-0.286,0.010,0.174,0.058,-0.276,0.022,0.066,96.886,1.310,0.001,-0.102,0.035,1.998,5.169,-0.057,0.123,123.813,4.037,0.030,0.002,1.288,0.001,0.140,0.004,320.475,6.040,11.488,2.109,2.305,2.582,0.139,0.012,0.107,0.019,0.049,0.014,-0.337,1.134,0.149,0.009,0.025,0.043,1.896,0.000
2910,998.0,0.131,0.107,0.047,0.031,83.8,50.0,39.7,-0.001812,36.7,1.13,9.70,2.01,0.208155,0.001094,0.000036,0.008763,0.012528,45.0,25.7,0.002,0.010,1.714,-0.046,-0.176,0.025,0.079,0.105,-0.253,0.023,-1.158,96.081,1.349,0.003,-0.059,0.059,2.372,5.070,-0.123,0.120,123.112,4.002,0.053,0.003,1.283,0.003,0.025,0.010,318.750,6.389,11.372,2.091,2.286,2.560,0.160,0.106,0.176,0.020,-0.014,0.015,-0.339,1.125,0.145,0.006,0.015,0.045,2.314,0.000
2920,998.4,0.129,0.103,0.044,0.029,83.6,49.8,32.0,-0.001797,36.6,1.13,9.67,2.00,0.208137,0.001099,0.000036,0.008758,0.012553,45.0,25.7,0.011,0.019,1.855,0.086,-0.232,0.054,-0.021,0.020,-0.173,0.019,-1.012,95.957,1.396,0.002,-0.088,0.090,1.289,5.108,-0.083,0.118,122.787,4.025,0.080,0.006,1.250,0.000,0.071,-0.001,314.600,6.260,11.345,2.088,2.274,2.557,0.127,0.149,0.018,0.017,0.024,0.013,-0.315,1.123,0.175,0.006,0.026,0.056,1.201,0.000
2930,998.3,0.132,0.111,0.047,0.026,83.7,49.9,39.8,-0.002024,36.5,1.13,9.70,2.01,0.20815,0.001094,0.000036,0.00875,0.012538,45.0,25.7,0.010,0.017,1.495,0.125,-0.256,0.024,0.387,0.157,-0.176,0.022,0.570,97.224,1.379,0.001,0.023,0.092,1.819,5.112,-0.070,0.116,124.262,4.136,0.063,0.005,1.238,0.000,0.110,0.001,313.438,6.105,11.489,2.116,2.282,2.591,0.118,0.202,0.102,0.024,0.051,0.018,-0.319,1.138,0.163,0.008,0.022,0.050,1.842,0.000
2940,905.7,0.157,0.144,0.052,0.036,83.7,49.9,39.1,-0.002044,36.6,1.13,9.69,2.01,0.208169,0.001084,0.000035,0.008737,0.012557,45.0,25.7,0.006,0.011,1.771,0.131,-0.123,0.058,-0.114,0.112,-0.191,0.022,-1.003,93.715,1.402,0.003,0.144,0.130,1.626,5.027,-0.038,0.116,119.437,3.934,0.087,0.004,1.247,0.000,0.097,-0.001,322.350,6.418,11.043,2.040,2.191,2.497,0.138,0.171,0.072,0.017,-0.071,0.013,-0.309,1.097,0.162,0.009,0.015,0.047,1.771,0.000
2950,868.5,0.160,0.142,0.057,0.036,83.9,50.0,39.6,-0.00201,37.2,1.13,9.71,2.01,0.208159,0.001087,0.000035,0.008744,0.012561,45.0,25.7,-0.031,0.007,1.363,0.082,-0.062,0.026,0.273,0.086,-0.252,0.018,-0.336,81.651,1.344,0.003,-0.275,0.161,-0.445,4.220,-0.055,0.110,102.396,3.300,0.084,0.002,1.181,-0.001,-0.092,-0.003,342.362,6.729,9.545,1.777,1.944,2.176,0.135,0.183,0.105,0.007,-0.035,0.005,-0.250,0.956,0.173,0.007,0.032,0.044,-0.721,0.000
2960,868.5,0.158,0.140,0.054,0.034,83.5,49.8,41.8,-0.002149,37.3,1.13,9.66,2.00,0.208081,0.001129,0.000035,0.008797,0.012604,45.0,25.7,-0.017,0.015,1.435,0.134,-0.128,0.079,0.093,0.016,-0.175,0.017,0.189,75.436,1.404,0.004,-0.222,0.199,1.408,3.923,-0.049,0.111,93.520,2.970,0.080,0.005,1.174,0.004,-0.031,0.012,345.838,6.419,8.696,1.642,1.746,2.010,0.137,0.176,0.213,0.033,0.001,0.025,-0.219,0.883,0.177,0.005,0.020,0.036,1.186,0.000
2970,868.6,0.161,0.149,0.051,0.034,83.4,49.7,43.5,-0.002059,37.4,1.13,9.78,2.02,0.208024,0.001168,0.000034,0.008842,0.012626,45.0,25.7,0.003,0.028,1.149,0.138,-0.057,0.018,-0.018,0.040,-0.113,0.013,0.358,73.098,1.347,0.001,0.069,0.154,0.732,3.780,-0.029,0.103,90.576,2.819,0.088,0.009,1.143,0.000,-0.051,-0.001,348.237,6.446,8.415,1.591,1.664,1.948,0.110,0.195,-0.025,0.022,0.050,0.016,-0.196,0.856,0.148,0.008,0.021,0.047,0.801,0.000
2980,868.4,0.159,0.132,0.054,0.034,83.5,49.8,42.9,-0.001899,37.3,1.13,9.68,2.00,0.208042,0.001163,0.000033,0.008851,0.012628,45.0,25.7,-0.032,0.007,1.386,0.115,-0.049,0.059,-0.100,0.015,-0.176,0.014,-0.202,71.538,1.341,0.003,-0.115,0.102,1.023,3.711,-0.088,0.108,88.341,2.769,0.091,0.002,1.152,0.002,0.070,0.008,345.550,6.840,8.186,1.557,1.658,1.906,0.157,0.210,0.093,0.011,-0.057,0.009,-0.194,0.837,0.172,0.006,0.024,0.035,0.908,0.000
2990,868.6,0.159,0.131,0.057,0.036,83.6,49.8,43.0,-0.002097,37.4,1.13,9.78,2.02,0.208048,0.001159,0.000033,0.008848,0.012595,45.0,25.7,-0.004,0.005,1.293,0.134,-0.197,0.068,-0.031,0.009,-0.170,0.015,0.132,71.929,1.345,0.002,-0.165,0.208,1.205,3.627,-0.028,0.112,88.877,2.776,0.075,0.002,1.196,0.001,0.106,0.004,353.087,6.044,8.233,1.565,1.651,1.917,0.090,0.163,0.058,0.018,-0.067,0.014,-0.196,0.842,0.182,0.006,0.031,0.035,1.041,0.000
3000,868.5,0.158,0.129,0.054,0.035,83.6,49.8,41.8,-0.002256,37.6,1.13,9.72,2.01,0.208075,0.00115,0.000032,0.008844,0.012555,45.0,25.7,-0.032,0.011,1.300,0.173,-0.125,0.008,0.069,0.040,-0.095,0.015,-0.072,71.660,1.350,-0.001,-0.446,0.227,0.070,3.512,-0.055,0.106,88.368,2.801,0.080,0.003,1.162,0.001,0.084,0.002,358.337,5.950,8.190,1.560,1.690,1.910,0.162,0.164,0.063,0.014,-0.090,0.011,-0.213,0.839,0.149,0.005,0.024,0.044,-0.376,0.000
3010,868.5,0.162,0.146,0.058,0.035,83.4,49.7,44.1,-0.002286,37.8,1.13,9.77,2.01,0.208012,0.001173,0.000033,0.008871,0.012506,45.0,25.7,0.001,0.004,1.199,0.278,-0.034,0.049,-0.098,0.099,-0.128,0.015,1.385,71.792,1.346,0.001,-0.165,0.086,0.677,3.766,-0.067,0.109,88.354,2.829,0.096,0.001,1.173,0.001,0.135,0.003,362.275,6.435,8.202,1.563,1.582,1.913,0.161,0.209,0.080,0.018,-0.053,0.014,-0.172,0.840,0.159,0.008,0.029,0.036,0.512,0.000
3020,868.5,0.159,0.146,0.055,0.035,83.0,49.5,44.1,-0.002078,37.7,1.13,9.72,2.01,0.208004,0.001183,0.000033,0.008897,0.012548,45.0,25.7,-0.027,0.015,1.273,0.301,-0.033,0.019,0.207,0.080,-0.109,0.016,-0.124,70.771,1.352,0.002,-0.318,0.196,0.585,3.668,-0.042,0.113,87.175,2.745,0.092,0.005,1.179,0.003,0.057,0.010,355.913,6.295,8.123,1.540,1.591,1.886,0.164,0.193,0.083,0.016,0.061,0.012,-0.174,0.828,0.138,0.008,0.009,0.041,0.266,0.000
3030,868.4,0.161,0.135,0.053,0.035,83.4,49.7,44.3,-0.002304,37.8,1.13,9.74,2.01,0.208001,0.001186,0.000033,0.008901,0.012609,45.0,25.7,0.017,0.015,1.389,0.199,-0.094,0.060,0.271,0.099,-0.170,0.014,0.143,70.987,1.333,0.000,0.031,0.176,0.967,3.487,-0.042,0.103,87.391,2.751,0.079,0.005,1.134,-0.001,0.090,-0.005,359.600,5.964,8.111,1.545,1.620,1.892,0.133,0.208,0.068,0.016,0.046,0.012,-0.186,0.831,0.156,0.007,0.021,0.037,0.998,0.000
3040,868.6,0.157,0.130,0.051,0.035,83.1,49.6,42.7,-0.002147,37.8,1.13,9.70,2.00,0.208045,0.001167,0.000033,0.008889,0.012619,45.0,25.7,-0.008,0.019,1.516,0.372,-0.163,0.048,0.169,-0.003,-0.167,0.015,0.898,71.630,1.358,0.003,-0.209,0.216,1.580,3.724,-0.062,0.106,88.188,2.829,0.085,0.006,1.152,0.002,-0.081,0.008,359.711,5.821,8.219,1.559,1.646,1.909,0.107,0.197,0.133,0.019,-0.016,0.014,-0.196,0.839,0.172,0.006,0.003,0.039,1.371,0.000
3050,868.5,0.157,0.126,0.048,0.031,83.1,49.6,43.8,-0.00203,37.8,1.13,9.80,2.02,0.208016,0.001175,0.000033,0.008903,0.012597,45.0,25.7,0.012,0.018,1.470,0.327,-0.247,0.035,0.032,0.098,-0.150,0.013,-0.171,72.349,1.335,0.002,-0.139,0.218,1.431,3.620,-0.064,0.110,89.259,2.831,0.083,0.006,1.175,0.006,0.048,0.021,357.100,5.410,8.293,1.575,1.691,1.928,0.110,0.198,0.040,0.028,-0.027,0.021,-0.211,0.847,0.125,0.008,0.032,0.045,1.292,0.000
3060,868.6,0.159,0.130,0.048,0.032,83.4,49.7,42.8,-0.002711,37.6,1.13,9.71,2.00,0.208032,0.001173,0.000032,0.008898,0.012548,45.0,25.7,-0.028,0.018,1.290,0.272,-0.047,0.041,-0.011,0.001,-0.164,0.012,-1.571,72.495,1.334,0.002,-0.014,0.160,0.884,3.700,-0.076,0.106,89.419,2.869,0.101,0.006,1.128,0.004,0.091,0.015,354.550,5.673,8.337,1.578,1.638,1.932,0.135,0.217,0.012,0.018,0.031,0.014,-0.192,0.849,0.186,0.007,0.029,0.042,0.870,0.000
3070,868.5,0.153,0.130,0.053,0.033,83.2,49.6,43.1,-0.002375,37.7,1.13,9.70,2.00,0.208046,0.001163,0.000032,0.008895,0.012536,45.0,25.7,-0.005,0.009,1.480,0.115,-0.022,0.024,0.284,0.032,-0.159,0.014,0.404,72.860,1.276,0.002,-0.032,0.134,0.921,3.651,-0.043,0.110,89.807,2.849,0.092,0.003,1.181,0.002,-0.060,0.007,355.950,5.883,8.349,1.586,1.657,1.941,0.126,0.203,0.131,0.020,-0.097,0.015,-0.183,0.853,0.149,0.008,0.029,0.031,0.889,0.000
3080,868.5,0.155,0.130,0.050,0.034,83.5,49.8,42.5,-0.002519,37.7,1.13,9.71,2.00,0.20806,0.001155,0.000032,0.008885,0.012504,45.0,25.7,0.002,0.015,1.243,0.154,-0.051,0.033,0.071,0.064,-0.168,0.014,-1.478,72.955,1.321,0.001,-0.116,0.144,1.112,3.586,-0.063,0.108,89.865,2.896,0.090,0.005,1.156,0.001,0.151,0.003,357.675,5.895,8.378,1.588,1.659,1.944,0.109,0.216,0.090,0.018,0.052,0.014,-0.199,0.854,0.198,0.005,0.008,0.046,0.996,0.000
3090,868.5,0.157,0.128,0.051,0.034,83.2,49.6,43.0,-0.002198,37.7,1.13,9.70,2.00,0.208039,0.001163,0.000032,0.008896,0.012511,45.0,25.7,-0.017,0.007,1.411,0.111,-0.192,0.054,0.171,0.033,-0.177,0.011,0.935,73.005,1.332,0.002,-0.029,0.159,0.491,3.651,-0.062,0.107,89.911,2.891,0.082,0.002,1.178,0.001,0.098,0.004,360.988,5.714,8.389,1.589,1.696,1.945,0.087,0.241,0.164,0.021,-0.036,0.016,-0.199,0.855,0.152,0.008,0.033,0.035,0.462,0.000
3100,868.5,0.156,0.126,0.051,0.033,83.1,49.6,42.8,-0.002232,37.7,1.13,9.77,2.02,0.208042,0.001162,0.000032,0.008902,0.012533,45.0,25.7,0.001,0.023,1.462,0.152,-0.190,0.049,0.025,0.104,-0.191,0.015,-0.794,71.841,1.318,0.001,-0.205,0.226,0.750,3.550,-0.004,0.103,88.363,2.773,0.081,0.007,1.139,0.001,-0.102,0.002,358.763,6.176,8.295,1.564,1.694,1.914,0.114,0.195,0.141,0.026,0.045,0.020,-0.211,0.841,0.150,0.007,0.015,0.042,0.545,0.000
3110,868.6,0.158,0.127,0.051,0.034,83.0,49.5,43.5,-0.002596,37.7,1.13,9.74,2.01,0.208013,0.001174,0.000033,0.008916,0.012549,45.0,25.7,0.067,0.008,1.079,0.069,-0.174,0.025,0.021,0.071,-0.169,0.009,0.527,72.159,1.360,0.003,-0.050,0.124,0.820,3.613,-0.076,0.106,88.766,2.818,0.084,0.002,1.146,0.005,0.127,0.019,363.600,6.504,8.293,1.571,1.633,1.923,0.094,0.247,0.016,0.023,0.029,0.018,-0.177,0.845,0.220,0.008,0.014,0.047,0.770,0.000
3120,868.5,0.157,0.128,0.050,0.033,83.1,49.6,43.2,-0.002239,37.8,1.13,9.76,2.01,0.208038,0.001166,0.000032,0.008915,0.012552,45.0,25.7,0.021,0.006,1.418,0.149,-0.059,0.044,-0.034,0.026,-0.166,0.012,-0.413,72.219,1.329,0.001,-0.190,0.189,0.988,3.627,-0.082,0.106,89.029,2.810,0.086,0.002,1.170,0.000,0.025,0.001,364.712,6.286,8.314,1.572,1.673,1.924,0.115,0.208,0.086,0.018,-0.015,0.013,-0.203,0.845,0.179,0.007,0.023,0.036,0.799,0.000
3130,868.6,0.159,0.130,0.050,0.030,82.8,49.4,43.9,-0.002456,37.9,1.13,9.70,2.00,0.208018,0.001175,0.000032,0.008916,0.012543,45.0,25.7,0.024,0.023,1.450,0.226,-0.174,0.041,-0.108,0.087,-0.191,0.014,-0.081,72.536,1.355,0.002,-0.053,0.088,1.244,3.677,-0.058,0.105,89.289,2.844,0.089,0.007,1.165,0.003,0.001,0.010,366.300,6.736,8.352,1.579,1.638,1.933,0.139,0.221,0.210,0.030,0.041,0.023,-0.171,0.849,0.196,0.005,0.026,0.046,1.191,0.000
3140,868.4,0.153,0.127,0.045,0.028,82.6,49.3,43.6,-0.002427,37.8,1.13,9.76,2.01,0.208025,0.001176,0.000032,0.008925,0.012543,45.0,25.7,-0.050,0.011,1.440,0.122,-0.179,0.029,-0.099,0.109,-0.162,0.011,-0.194,72.277,1.344,0.001,0.005,0.134,0.922,3.556,-0.076,0.113,89.110,2.819,0.091,0.004,1.201,0.002,0.295,0.006,362.950,6.418,8.337,1.573,1.643,1.926,0.106,0.209,0.116,0.026,0.002,0.020,-0.187,0.846,0.151,0.008,0.026,0.045,0.927,0.000
3150,868.5,0.149,0.122,0.047,0.029,83.1,49.6,44.3,-0.002482,37.9,1.13,9.75,2.01,0.208003,0.001184,0.000033,0.008938,0.01252,45.0,25.7,0.020,0.012,1.453,0.256,-0.189,0.042,-0.004,-0.004,-0.186,0.014,-0.042,72.775,1.318,0.002,-0.240,0.203,1.100,3.627,-0.048,0.113,89.244,2.821,0.089,0.004,1.190,0.002,0.123,0.006,361.588,6.169,8.345,1.584,1.692,1.939,0.113,0.195,0.116,0.014,0.030,0.011,-0.214,0.852,0.142,0.009,0.015,0.041,0.861,0.000
3160,868.5,0.151,0.127,0.044,0.027,83.1,49.6,43.4,-0.002324,37.9,1.13,9.79,2.02,0.208029,0.001173,0.000033,0.008937,0.012507,45.0,25.7,0.025,0.004,1.516,0.223,-0.206,0.045,0.083,0.086,-0.230,0.011,0.444,73.050,1.321,0.000,0.101,0.124,1.690,3.732,-0.041,0.111,89.961,2.837,0.081,0.001,1.174,0.002,0.059,0.007,362.450,6.455,8.416,1.590,1.662,1.947,0.131,0.213,0.068,0.026,0.023,0.019,-0.173,0.855,0.147,0.009,0.020,0.054,1.792,0.000
3170,868.5,0.149,0.127,0.044,0.026,82.9,49.5,43.8,-0.002745,37.9,1.13,9.79,2.02,0.208016,0.001174,0.000033,0.008944,0.01252,45.0,25.7,0.021,0.006,1.623,0.047,-0.117,0.042,0.042,0.114,-0.213,0.012,-0.740,72.873,1.353,0.000,-0.247,0.203,0.389,3.700,-0.068,0.114,89.731,2.835,0.083,0.002,1.199,0.005,0.125,0.017,360.737,6.294,8.424,1.586,1.685,1.942,0.126,0.175,0.055,0.017,0.027,0.013,-0.212,0.853,0.187,0.007,0.025,0.039,0.142,0.000
3180,868.6,0.145,0.128,0.040,0.026,83.1,49.6,43.5,-0.002522,37.8,1.13,9.78,2.02,0.208025,0.001172,0.000033,0.008941,0.012503,45.0,25.7,0.000,0.008,1.299,0.146,-0.109,0.059,-0.026,-0.014,-0.171,0.014,-0.635,71.966,1.311,0.004,0.154,0.114,0.789,3.595,-0.065,0.111,88.887,2.810,0.088,0.002,1.186,0.005,0.144,0.019,355.512,6.803,8.324,1.566,1.685,1.918,0.094,0.227,0.099,0.019,-0.018,0.015,-0.195,0.842,0.173,0.005,0.012,0.043,0.943,0.000
3190,839.8,0.158,0.136,0.046,0.027,83.0,49.5,43.7,-0.002445,37.8,1.13,9.74,2.01,0.208029,0.001168,0.000033,0.008932,0.012498,45.0,25.7,0.047,0.019,1.295,0.139,-0.031,0.088,0.147,-0.016,-0.124,0.013,0.577,71.984,1.329,0.002,-0.153,0.091,1.120,3.589,-0.067,0.108,88.719,2.774,0.083,0.006,1.159,0.002,-0.012,0.007,358.600,6.885,8.310,1.567,1.622,1.918,0.134,0.216,0.195,0.023,0.005,0.017,-0.176,0.843,0.163,0.008,0.030,0.049,0.967,0.000
3200,798.1,0.164,0.138,0.047,0.028,83.0,49.5,42.4,-0.002705,38.0,1.12,9.85,2.03,0.208066,0.001154,0.000032,0.008916,0.01253,45.0,25.7,-0.014,0.009,1.196,0.287,-0.076,0.028,0.042,0.025,-0.166,0.011,0.550,65.045,1.295,0.001,0.049,0.137,-0.013,3.341,-0.064,0.100,79.813,2.460,0.087,0.003,1.105,0.005,0.020,0.017,363.763,6.922,7.490,1.416,1.453,1.733,0.136,0.213,0.108,0.022,-0.055,0.017,-0.151,0.761,0.176,0.007,0.017,0.033,0.036,0.000
3210,798.1,0.168,0.143,0.046,0.029,83.0,49.5,43.7,-0.002429,38.1,1.12,9.75,2.01,0.208022,0.001171,0.000032,0.008936,0.012543,45.0,25.7,-0.024,0.014,1.014,0.134,-0.153,0.038,0.124,0.080,-0.117,0.011,0.403,60.463,1.292,-0.001,0.015,0.149,0.603,2.898,-0.069,0.093,74.006,2.247,0.092,0.004,1.053,0.003,0.128,0.010,372.125,7.305,6.921,1.316,1.303,1.611,0.150,0.204,0.088,0.008,0.031,0.006,-0.113,0.708,0.219,0.007,0.021,0.039,0.618,0.000
